source,question,answer,rating
,# ##    #    #               # ## # ####     #  # #      ###  ##G     # ######       # ##  #       #  #  #####  ##    # # ##  #  ### ## #  #  #       #      #     #      #  #     #    #     ## # #       ##   ## ##    ### #   #   # ####   # #  ####  ## #  #  #   ####     # #     # #  #  # #  ######      ##   # ##  # #  # ##      #  #  #    #  #     ##    ### ###  # # ## #  #   # ##      #### S # #  # ## ####  #     #  ### # # ###    ### ###    # ###       ###### # ##  ## # #   #  #    ## #  #    # #  ##   ##      ## #   ##    # #    #    #   #  # ##     ##     ## #      ###     ##  # ## ##      #      ##     #    ##  #########   ##  ###  # ## #      #       #  # # ##  #  #  ##   ### # ##    ##  # # # #  #  # # #  # ## ##          ## #  #   #    #     # # #       #    # ##   #     # ###  #    ### #            #  # # #  # #     ##   #  #       #  #  ##         ## #  #     #              #  ,# ##    #    #               # ## # ####     #  # #      ###  ##G     # ######   oooo# ##  #  oooo #  #  ##### o##o   # # ##  #oo### ## #  # o# o     #      #ooooo#ooo   #o #oo   #    #     ##o#o#oooooo ##o  ## ##    ### #ooo#   # ####oo # #  ####  ## #  #  #   ####ooo  # #     # #  #  # #  ######o     ##   # ##  # #  # ## oooo #  #  #    #  #     ##   o### ###  # # ## #  #   # ##  o   #### S # #  # ## ####  #  o  #  ###o# # ###    ### ### oo # ### oo    ###### # ##  ##o# #   # o#    ## #  #    # # o##   ##oo    ## #   ##    # #o   #   o#   #  # ##     ## ooo ## #  o   ###     ##  # ##o##      #oo    ##     #    ##o #########o  ##  ###  # ## #oo    #  oooo #  # # ##  #  # o##   ###o# ##    ##  # # # # o#  # # #o # ## ##ooooooo   ##o#  #   #oo  #    o# # #ooooooo#    # ##o  #   oo# ###  #    ### #    oooooooo#  # # #  # #     ##   #  #       #  #  ##         ## #  #     #              #  ,112
,#  #      ##  ##  ## ##   ##   ## ##   #      #  ##     ##   ##  #    #  #    #    # #    #    ### ##  #  # ####  #  # # ###  # #     #   # #####  # ##    ##    ## ## ### #  ##  #     # ## ###          ### # # #  #  #  ##         # # ## # #   # ## ## S    # ## ##  #    # ##    ### # ##  ##     ##      ##    #####    #   ##  # # ###     #   # # ## ###      ####    ### ##   ## ## ## ###  #     # #         ##      #      ## ##       ##     ##   #   ##   #     ###      # #        #  #   #  #    #  #  #     # #   ##G  #  # #  # #    ###    #    #  #  ##   # ####     # ##     ##    # #   ##       # #  #  ### ### # # ## # # #      #   ####       ##   #   #   ##    #     ##    # #  #  #  #  ##  ##    #   #          ## # #     ##  #  #   #    ##  # #   #####    #        ## #  #     #     ##       # ## ###    ###    ##          #  ##  # #     # ### #     #   #  #  ##    ### #    ## # #     # # #  ,#  #      ##  ##  ## ##   ##   ## ##   #      #  ##     ##   ##  #    #  #    #    # #    #    ### ##  #  # ####  #  # # ###  # # oooo#   # #####  # ##    ## ooo##o## ### #  ##  #     # ##o### o        ### # # #  #  #oo##  o      # # ## # #   # ##o## Soo  # ## ##  #    # ##   o### # ##  ##     ##      ##  o #####    #   ##  # # ###  ooo#   # # ## ###      ####  oo### ##   ## ## ## ###  #    o# #     oooo## oooo #      ##o##   oooo##ooooo##o  #   ## oo# oooo###      # #o       # o#  o#  #    #  #  #o    # #  o##Go #  # #  # #   o###    # o  #  #  ##   # ####o    # ## oo  ##    # #   ##  oo   # #  #o ### ### # # ## # #o#      # o ####       ##   # o #   ##  o #     ##    # #  #o #  #  ##o ##    #   #      oo  ## # #oo   ##  #  #   # ooo##  # #  o#####oooo#    oooo## #  # oooo#  ooo##ooooooo# ## ###   o###oooo##          #  ##  # #ooooo# ### #     #   #  #  ##    ### #    ## # #     # # #  ,111
,# ###   ####      ##  #   #         ##       ## #   ##  #  # # ##    #    ####  #    #  ## # # ### #   #  ### ## #    # ##  #   #  #         ####  # #     # #     #  #        ## #      #  #####   # ## #          ##    ###        # ##   # # # ##     # #  #  #  ##  # ### # #####   # ###   #  ###     ######   #    ### #  ##     ##   #  #     ##   #     #     #  # #  #    # ## #    # ##         ##   #  ##  #  #     ##     #      ## ###   #  # ###    # #  # ## # # ##  #    #   #  #  ###     #   #   #  ##  ##    ### #        ## ### ## ### # # # #   ##   ########           ###   #  # ## ##    #    #  # # ## #  #    #  #      #  #    #    ##### ##    #####   ####  ##  # ##### ### S # #          ## ###    #  ###  # ### ####    #     ### #  # ##   #   #  # #    ## ####### #  #     # # #          # ###     ##  ## #  #    ###   # # # #### ##         ## # #     G#    # ## #    # # #         ## ####  ,# ###   ####      ##  #   #     oooo##ooo    ## #   ##  #  # #o##oooo#o   ####  #    #  ## #o# ### #ooo#  ### ## #    # ##o #   #  #oooooo   ####  # #  o  # #     #  #oooooo  ## #   ooo#  #####   # ## #oo        ##o   ###        # ##ooo# # # ##oooo # #  #  #  ##  #o### # #####o  # ###   #  ### o   ######  o#    ### #  ##   o ##   #  # o   ##   #     #  o  #  # #  #o   # ## #    # ##ooo   ooo## o #  ##  #  #     ##o   o#ooooo ## ###   #  # ###oo  #o#  # ## # # ##  #    # oo#  #o ###     #   #   #  ##oo##  oo### #        ## ### ##o### #o# # #   ##   ########  o     o  ###   #  # ## ##    #o   # o# # ## #  #    #  #ooooo #  #oooo#    ##### ##   o#####   ####o ##  # ##### ###oS # #       oo ## ###    #  ###  # ### ####o   #     ### #  # ##   #   #oo# #    ## ####### #  #     #o# #    ooooo # ###     ##  ##o#  # ooo###oo # # # #### ##  ooooooo## # #oooooG#    # ## #    # # #         ## ####  ,125
, # ###  # ##   ##   ## # #    #  ##  ###### ## #  #    ## #        S   ######  #  #  #  ###  ## # #####    #  # #### ### ####   #### #  ## #  #  ###         #  ##     ## # ##    #   #######   # #   # ## #  ##G       ###  #   ### # # #        ##  #### ###    #  #    #  #  #    ## #  ##     #     ## # # ##  #  #  #  # ##      #    #   ### #     ##   #  # #  ##   #     ### ###  #     ### ######  #  # ##  #   #  # #        #   ##  # # ### # #    ## # #   #      # #       # # # #    # #  #   ###   ### ##  #  # ## ##    #   # #  # ####       # # ##  # # ###       #####  # ###    ###  ## #  #  #  ###   #  # ## ##  #  ## #  ###   ### ## ## # # ## ## #  ## ###   #   #         ##  ##       #####        #    #######      ### #  # #   #     ##### ####     ########     # ###  ####  #    # ## #     ## #   # ##  #   ## #### ## # ### #  ###   ### ###   # ####    # #         ##     #  ### ###         #  , # ###  # ##   ##   ## # #    #  ##  ###### ## #  #    ## #        S   ######  #  #  #  ###  ## #o#####    #  # #### ### #### oo#### #  ## #  #  ###   oooooo#  ##     ## # ##    #  o#######   # #   # ## #  ##G  o    ###  #   ### # # # oooo  o##  #### ###    #  #   o#  #oo#    ## #  ##     #    o## #o# ##  #  #  #  # ##  oooo#   o#ooo### #     ##   # o# #  ##ooo#o    ### ###  #  oo ### ######o #  # ##  #   #oo# #        #ooo##  # # ### #o#    ## # #   #oooo  # #  oooo # # # #    # #  #ooo###  o### ##  #  # ## ##    #ooo# #o # ####       # # ##  # #o###oooooo #####  # ###    ###o ## #  #o #  ###   #  # ## ##o #  ## #o ###   ### ## ## # #o## ## # o## ###   #   #      o  ##  ##ooo    #####        #oo  #######oooooo### #  # #   #o    ##### ####o    ########  o  # ###  ####oo#    # ## #   oo## #   # ## o#   ## #### ## #o### #  ###  o### ###   # ####oooo# #    ooo  ##     #  ### ###ooooooooo#  ,112
, ##   # # #  ### ##   ##  ###  #       ##  # # # ## ### ## # # #         #  #  #  # #      ##   # ##  # ## #    #        #  # #       #  ## ##  ##   G  ##  # # #      ## ###  ###  #                  ##    # ### #   #      # ##  #   ## ##   #  ##  #  ##   #    ##  #  ###  # # #    # #       #   ##    #   ## #   ## ##    #  ###### ##    ###     #   ##   ##  #  #        ##  ###  # #  ##  ##  #   #   ##  # # ##   # #  #        ## #  #   ##  #    #    #   ##    ###    # #### #####       # ## ##S     #     #  ### ##  #  #  ### # # ### #    #  # ###  #  # ## ###     ##    ##  ##     # ## #     ##  ## #   ### #   ##  #   ###  ##      ## #  ##  # #     # #### ## #  # # ####  #   #####  #     #    #  #     ## # ##  ## #  ## ## # # ##         ##  # ## ##### #  # ##  ##      #    ##   # # #### # ##      #      #   ##  # # ### # # ### ## #    # # ##### ### #  #   #  #### # #  #  #  ##  # ## ## # ####, ##   # # #  ### ##   ##  ###  #       ##  # # # ## ### ## # # #         #  #  #  # #      ##   # ##  # ## #    #oooo    #  # #       #  ## ## o##oooG  ##  # # #      ## ###o ###  #   ooooooooooooo  ##ooo # ### #ooo#      # ##o #ooo## ##   #oo##  #  ##   #oooo##  #  ###oo# # #    # #       #   ##   o#   ## #   ## ##    #  ######o##    ###     #   ##   ##  # o#   ooo  ##  ###  # #  ##  ##o #  o#ooo##  # # ##ooo# #  # oooooo ##o#  #   ##oo#ooo #    #   ## oo ###    #o####o#####       #o## ##Sooooo#   o #  ### ##  #o #  ### # # ###o#    #  # ###o #  # ## ###  oo ##    ##  ##ooo  # ## # oooo##  ## #   ### #ooo##  #  o###  ##      ## #  ##oo# # ooo # #### ## #  # # ####o #  o#####  #     #    #  #  o  ##o# ##  ## #  ## ## # # ##oooooo   ##  # ## ##### #  # ##  ##      #    ##   # # #### # ##      #      #   ##  # # ### # # ### ## #    # # ##### ### #  #   #  #### # #  #  #  ##  # ## ## # ####,110
,###     # #  #       #       #     # #  #   #  ##       # #   #   #  #      ### #  ##    ###  # ##    ######## # ###   # # #  #    # ##  # #  #    #  ## # # # #  G# #            # ##   ## # ###     # #  ###  ##      # ##    #   ##       ## ###        #      #  ##  ###      ##   ##   # # #    #  # ## # #  ###   # # #### #  ##  #   # #  # ## #    # # ###       #     #   #   #  #  # ###     ###  ###  # # #    #          # # # ##   ## #   #  ## #   # ## ### ## # #### #  #    # #  #        ## ##   # ## ##  # #  #    ##    #  ######    ## ## # ###  #    ####    ###  ##     ## # # ## ##   #       #    # # #     ## ##  ## ### # #  # ##    # # #  #    # #  ##    ###      ##  #### #    #   # ## #    # #    # # #    ## ##     ## # ##      # ### ### ##  #      #      #             #    #     # #  # #  # ##  # #            ####   #  ### #  S#  ###    ## #  # #  ##         #  #####   #     # #   #    ,###     # #  #  oooo #       #     # #  #   #oo##ooooooo# #   #   #  # ooooo### #  ##oo  ###  # ##  oo######## # ###o  # # #  #   o# ##  # #  #   o#  ## # # # #ooG# # oooooooooo # ##   ## # ###ooooo# #  ###  ##      # ##oooo#   ##       ## ###oooooooo#      #  ##  ###  oooo##   ##   # # #    #  # ##o# #  ###   # # #### #  ##  # o # #  # ## #    # # ###      o#     #   #   #  #  # ###    o###  ###  # # #    #         o# # # ##   ## #   #  ## #   #o## ### ## # #### #  #    # # o#        ## ##   # ## ##  # #oo#    ##    #  ######    ## ##o# ###  #    ####    ###  ##  o  ## # # ## ##   #       #  oo# # #     ## ##  ## ### # # o# ##    # # #  #    # #  ##  o ###      ##  #### #    #   #o## #    # #    # # #    ## ##oooo ## # ##   ooo# ### ### ##  #oooo  #oooooo#oooooooooooo #    #ooooo# #  # #  # ##  #o#            ####   #  ### # oS#  ###    ## #  # #  ##         #  #####   #     # #   #    ,112
, # # ##S       # #####  #     ## ##    #   #   # ##      # #   # ##   # ###     ##  #  ###  ## #    #  #   #         #     # # ###    #####  #       #   #  ##  ##  # ## ##      #     ###  #     ##    ## # #  ## ####   ## # ##    #####       # #   #  # #    #      #  #  ##   #     # ##   # #    #   # # # # #         ##   #     #    ####   #    #  #    #     # #  #  #          #  # # #       #  #####        ## ##  ###  ##  #   # ##      ###  ## ##     # #  ###   # ##    # ### #  ##    #   #### #  #  #   # #    #    #  #   ###   #   #  #     # ##      ## #     ## ##  #  ###### ##    ##  # #     # ## #    # ##     ###          #   #  ## #  # ##  ##  ## ###        #    #  #    #  #  ##    # #### # # #  #    #   G  #  #       # #       #      # # #     ##    # # ##    ##    #   #            # #  ##  #    #            ##  #  #    #         ##  #   ##  # ##  #   #   #       #  #  # #       #  # , # # ##Sooooooo# #####  #     ## ##    #   #oo # ##      # #   # ##   # ###oooo ##  #  ###  ## #    #  #   #ooooo    #     # # ###    #####  #o      #   #  ##  ##  # ## ## ooo  #     ###  #     ##    ## #o#  ## ####   ## # ## ooo#####oo     # #ooo#  # #   o#oooo  #oo#  ##ooo#ooo  # ## o # #ooo #o  # #o# # #ooooooooo##   #oooo #   o####   #    #  #    #     # #o #  #          #  # # #    ooo#  #####        ## ##  ### o##  #   # ##      ###  ## ## o   # #  ###   # ##    # ### #o ##    #   #### #  #  #   # #o   #    #  #   ###   #   #  #o    # ##      ## #     ## ## o#  ###### ##    ##  # #     #o## #    # ##     ###         o#   #  ## #  # ##  ##  ## ###ooooo   #    #  #    #  #  ##    #o#### # # #  #    #   G  #  # o     # # oooooo# ooooo# # #  o  ##    #o# ##oooo##    #   #ooooooooooo # #  ##  #    #            ##  #  #    #         ##  #   ##  # ##  #   #   #       #  #  # #       #  # ,113
,### ##    ## #  ## #  ###  #  #   ##   #  #####  #  #   ## # #     #    #  # #  # ###   # ##           #   # #  #    ## ##       #   # #   ###      #    ## #     #    ###   #  # # #       # # ###G ##    ##     #  #     # #   #         #   ##  #  # ## #         # ##  ##  #    #    #### #  ###  # ##  ###S #  ###           #   ##    # #  #   ##    ##### #   ##   ### ##   # ##      # #   #    #   # ### #  #  ### #  ##   # #  #  # ######     ####   #  ###    #     ## ##       #  #  #   # ###    #    #  # #     # # #   # #   #     #####   # ####     ##  # # ##  #    #   ### # #  #    # #  #   # ## #    #  #  #   # #########       #   # ####        #        # #  ###  #### ## ##  ### #     ##  # #  ##   #  # # ###  ##  ##     #   # # # #   #  ##    ## #    #    #   #    ## ###  ##    #      #####  ## ##  # #   ##  ##   ##     ##      #  #### ## #   # # #     # #      #   #     ###   ####  # #   ,### ##    ## #  ## #  ###  #  #   ##   #  #####  #  #   ## # #     #    #  # #  # ###   # ##           #   # #  #    ## ##       #   # #   ###      #    ## #     #    ###   #  # # #       # # ###Go##    ##     #  # ooo # #   #o        #   ##  # o#o## #   oo    # ##  ##  #  oo#o   ####o#  ###  # ##  ###So#oo###    o      #   ##    # #oo#   ##  o ##### #   ##   ###o##   # ##oo    # #   #    # oo# ### #  #o ### #  ##   # # o#  # ######o    ####   #  ###oooo#     ##o##       #  #  #   #o###    #o   #  # #     # # # o # #   #ooooo#####   # #### oo  ##  # # ##oo#ooo #   ### #o#  #    # #  #ooo#o## #    #oo#  #   # #########o      #ooo# #### ooooooo#    oo  # # o###  ####o## ##o ### #oooo ##o # #  ## o #  #o# ###  ##o ##ooo  #   #o# # #o  #  ##  o ## #oooo#   o#   #o   ## ###o ##    #oooooo#####o ## ##  #o#   ##  ##   ##    o##ooooo #o #### ## #   # # # oooo# #oooo  #   #     ###   ####  # #   ,117
, ####  # ##   ##   #        ## ##  # ##  ## #     #  # #   ###   #     #   # #  # ##   ##  ## #  #   ##   #            ###  ## #####   # #   ##    ### #      ###    #  #   # #  ## ## G #    # #       ##   #  ### # # ##      ###    ##     ### # # #  # ## ## # # #  # #   ##  ##     ##         # ## # # ## ##   #   # ## #####  #   #  # ####   #   ##     # #     # #     # ###   # # ### #        ###        # ####    # #   ## #  # #  # #   ### ### #####  #  #   ###  # # #  #  #  #   ##  #  #### #  ##  # #  ###    S   ### ### #  ##  #  ###  # ##  #  ## #     # #        #   # # #   #   # ## # #      ###  ### ### ##    #  #   ##      ##    ## #  ## ##  #  #     #  #        ##  # ## #   #  #     #  #    #  # ### # ###  #     # ##  #######    ####   #   #   ##    ##  ##      ##    #   #   # #     #####     ## #  # # # ####   # ###   ##    # #####    ####    #  ##  ##  ##  # # ##  #  ##    #  ## # # , ####  # ##   ##   #        ## ##  # ##  ## #     #  # #   ###   #     #   # #  # ##   ##  ## #  #   ##   #   oooo     ###  ## #####   # #  o##o   ### #  ooo ###    #  #oo #o#  ## ## Go#ooo # #ooooooo## o #  ### # # ##oooooo###    ##o    ### # # #  # ## ## # # # o# #   ##  ##     ##         #o## # # ## ##   #   # ## #####o #   #  # ####   #   ##     #o#     # #     # ###   # # ###o#        ###        # ####oooo# #   ## #  # #  # #   ###o### #####  #  #   ###  # # #oo#  #  #   ##  #  #### #  ## o# #  ###  ooS   ### ### #  ##oo#  ###  #o##  #  ## #     # #ooo     # oo# # #   #   # ## # #ooooo ###o ### ### ##    #  #   ##o    o##    ## #  ## ##  #  # o   #o #  ooo   ##  # ## #   #o #  o  #oo#o   #  # ### # ###o #  ooo#o##o #######    #### o #   #ooo##oooo##  ##      ##ooo #   #   # #oo   ##### oooo##o#  # # # ####ooo# ###ooo##oooo# #####    ####ooo #oo##  ##  ##  # # ##  #  ##oooo#  ## # # ,117
, #    #  ##    #  ##  #   ## ## ## #   #   #   #    ####  #     ###   # G #       #             #   ##   ## #       ## ### #   #### #       ##       #  #    #  # ## #    #  #   ## # ##  #   #  # #  ## #  #     # #  # # #   ###  # # ##      #  ### #       #### #     # # #        #      #  # #   # #     ##    # ### ####       #  ### ####     #  # # #  ##  #  ###### ##     #  ##   # ### # ##  # ##     ##       # #  ##      ###   ##     #  # #    # #####    #   # # # ##  ##    ######  #   ## # ### # #   ##  #     #     # #   ###    # ##        ## ##   # #  # ##  # #  ## # #    #  #     #  #       ##  # #  #   ## # #  #### #  #   ##  #   ## #  # ## ##    ###      ###  #### #       #     ###  #  ###  ####    #     #S      # #  # #   ###   #  ### # # # ##  #  # #  #   ## ##  # ## #  ##   #   #    #       # #    ## #  #       # ##   ##  #    #      ##      ###  #  #    #      #    #  ###   #   #, #    #  ##    #  ##  #   ## ## ## #   #   #   #    ####  #     ###   # G #       #             #   ##oo ## #oooo   ## ### #   #### #ooooooo##ooo    #  #    #  # ## #    #  #oo ## # ##  #   #  # #  ## #  #o    # #  # # #   ###  # # ## o    #  ### #       #### #   oo# # #        #ooooo #  # #  o# #     ##    #o###o####  oooo #  ### ####   o # o# # #oo##  #  ###### ##  o  #o ##  o# ### # ##  # ##  oo ##ooooooo# #  ##      ###ooo##     #  # #    # ##### ooo#   # # # ##  ##    ######oo#   ## # ### # #   ##  #    o#     # #   ###    # ##    ooo ## ##   # #  # ##  # #  ##o# #    #  #     #  #       ##o # #  #   ## # #  #### #  #  o##  #   ## #  # ## ##    ### ooo  ###  #### #   ooo # ooo ###o #  ###  ####   o#ooooo#S    oo# #  # #   ### o #  ### # # #o##  #  # #  # oo## ##  # ## #o ##   #   #  oo#       # #   o## #  #      o# ##   ##  #   o#   ooo##ooooo ###  #  #    #oooooo#oooo#  ###   #   #,113
,#   ##    ## #     ## ##    ####  #  #   ##   #  ##  #  # #     #  #### # #    ##  ### #      #  # ##### ##       ###  ########    #       #  # #    #    #  ####  # # ##    #  #    # ##      #       ## # #    ##   ## ### #  #  ##   ##  ###   #    #      # #  ## # ##   ## # #  #  #     ###   ####G    ###    ##     ##   ##         #     #   # ##      #       # #     ## # # # ## S######## #   ## ### ## #    # #   ##   #  #      #   ## ######                 ##   ###    ####  # ##### # ##  #     #    #  ##  ###  #    # ####     #    # #     #      # # # #  # #    ## #  #  ##  # #  #   #     #    #  #   #   ## ##  #   ##  ##     #  # #   ## #        #  #       # # #### ##   ##  #    # ###      ##   ## ######## ###  #    #   #     # ###     #     #  #   #   # #   ### # ## #     #   # #  ##  # # #    ## ## # ##   #   #    #  #     ##       # #  # # #        # #     #       #     # ###   ## #  #,#   ##    ## #     ## ##    ####  #  #   ##   #  ##  #  # #     #  #### # #    ##  ### #      #  # ##### ## ooo   ###  ########    #    ooo#o # #    #    #  ####  # #o## oo #  #    # ## ooooo# oooo  ##o# #    ##   ##o###o# o#  ##  o##  ###   #   o#  oooo# #  ##o# ##   ## # # o#  #     ###ooo####G    ###  o ##     ##  o##    o    #    o#   # ##    o #    ooo# #   oo## # # # ## S########o#   ##o### ## #    # #   ##  o#  #  o   #   ## ######      o      oo  ##   ###    ####  #o##### #o##  #     #    #  ## o###  # o  # ####     #    # #o    #ooo   # # # #  # # ooo##o#  # o##  # #  #   #    o#oooo#  # o #   ## ##  #   ##oo##     #oo# #   ## #        #o #      o# # #### ##   ##  # o  # ### oooo ##   ## ########o###  #    #o  #     # ###   oo#     #  # o #   # #   ### #o## #     #  o# #  ##  # # #  o ## ## # ## o #ooo#ooo #  # oo  ##       #o#oo#o#o#oooooooo# #     #    ooo# ooo # ###   ## #  #,119
,  # #    #  ## ####    #   #  #  #  ##           #      # ###   #      #  #     #         # #   ## # ###     #  ##   #  ##  #  # # ## #  #   ###  # #   #  #     #   #    ##        #    ## ###   #  #  ## ##  ##    ### #####    #  ###   #      ##    # ## #   ##    ## # #      #   #     ##  ## #  #  #  ##   ## #   ##  #  ##   #  # ##  #### #   # ## # #    #      G #       # ## #  ##    # ##  #     ##     #  ### #   #   #  #####  ####   # #    ###    #     #   # #   #  #      #   ## # #  #   ### ##   #  #        ###S# # #   #   # ##    ##    #   #    ##   ####      ## # ### #  ## # ##  ##  #  #  #  # # ###    # ###     ##  ###  ##  # # # ####  ##### #  ##### # ##  ##  ### #  #   #  #     ##       #            #      #      # ###   # #   ##     #   #### ##    # ##  # #   ##   # #  #        ###    #  ##   ### # ###   #   #   #    ##  # #  # ##  # ### #   # #     #  ##  # # # ##     ##       # ,  # #    #  ## ####    #   #  #  #  ##           #      # ###   #      #  #     #oooo     # #   ## # ###     #oo##o  #  ##  #  # # ## #  # oo###o # #   #  #     #   #oooo##  oo    #    ## ###   #oo#  ## ##oo##    ### #####   o#  ###   #oo    ##    # ## #oo ##    ## #o#      #   #  ooo##  ## #  # o#  ##   ## #  o##  #  ##   # o# ##  #### # oo# ## # #    # o    Go#  ooooo# ## #  ##    #o##  #ooooo##     #  ### #   #o  #  #####  ####   # #    ###oo  #     #ooo# #   #  #      #o  ## # #oo#oo ### ##   #  # oo     ###S# #o#   #   # ##   o##    #   #  oo##   ####   ooo## # ### #  ##o# ##  ##  # o#  #  # # ###  oo# ###     ##o ###  ##  # # #o####  ##### #o ##### # ##  ##o ### #  #   #oo#     ##   oooo#            #o     #     o# ###   # #   ## o   #   ####o##    # ##  # # oo##   # #  #ooooooo ### ooo# o##   ### # ###   #ooo#  o#oooo##  # #  # ##  # ###o#ooo# #     #  ##  # # # ##  ooo##       # ,115
,    # ##  #  # #     #### ##   G ##   ## ## #     ## # #       ###  # ##   ##    # ####  ###  ###  # #   #     #            #      #         # #  #  #  ### ## ##  ###  ##    #  ## #  #   #  #  #   # #  ####   # #      # # ## ##   #   #   #  # ## #  #  # ##     #   #  ## ## # ##  #   ###  ####   #    #  #        ###  # #     #  #  #  # #    ### #   #     #  #   #  #    # ###  ##  #  # #  ####S #  ### ##  #  ##   #     ####  # ####   ## ###   # ###  #     ###     # ###     #   ###   # ##  # #   #    ##       # #     #  # ##       #####  #   #  #  ## # #  # # ##  #   # ##     #   ##   ## #    ##   # #  # ##   #   #  ##     #         ## #   ###     # #        #      ##  #  ####     #  # #   ###  #        #      #  #####  # ## ##  #  # ##  #          ##    ### ## #   ##  ###   ###  #      #     # #     ###        #          ####  #      # ### ##   # # #       # ###         #  #   #   #      #,    # ##  #  # #     #### ##   G ##   ## ## #     ## # #     oo###  # ##   ##    # ####  ###o ###  # #   #     #         oo #      #ooooooooo# #  #  # o### ## ## o###  ##o   #  ## #oo#   #  #oo#   # #oo####   # #oooo  # #o## ##   #oo #   #  # ##o#  # o# ##     #oo #  ## ## #o##  #o  ###  ####o  #    #  #ooooooo ###  # #  o  #  #  #  # #    ### #   #  o  #  #   #  #    # ###  ##  #o # #  ####So#  ### ##  #  ## o #     ####o # ####   ## ### o # ###  #  o  ###     # ###  ooo#   ###  o# ##  # #   #    ##ooooo  # #oo   #  # ##       #####o #   #o #  ## # #  # # ##  # o # ## o   #   ##   ## #    ##o  # # o# ##   #   #  ##     #o      o ## #   ###     # #   o    #oo    ##  #  ####     # o# #  o###  #        #      # o#####o # ## ##  #  # ##  #oooo  oooo##    ### ## #   ## o###  o###  #ooo   #     # #  o  ###oooooooo#oooooooooo#### o#      # ### ##   # # #ooooooo# ###         #  #   #   #      #,120
,######   ## ###  G   #  # #   #     # #  # #  # ####   #   ##### # #### #  ####    ###   # ##  ### #    # #   #    #    #  # #   #   # ##S # # #  ###     #  #    # #  ##### # ####     ####   #  ##     ##        # #     #   #  #      # ##  ###    # # ##    #  # ## #   #    # ##   ## ## #     # ## # ##     ####   # #  ##  #  #      #  #     #    ##      #   # # #   ##  ##  #  #    # # # # ##  # ####  #  # ## #####   ## #   ##    # #  #  #### ##  #  #   #  ### #   #    ##  ##         ## #    #  ##      #   ## # #        ###### ## ##    #     #  # # #   #  #  #      #  #   #   #  ##   #  #   #    #  # #  ## #   #     #   # ## #   # #  ######  #   ### ## #   # #  ## #       #   #  ##    #   # #   # # ## #    #   # #  ##          #####        # # ## # ##### ##   #   ##   #  ## ## # #  ## #   #   ##  # # ##  #  #   #         # ##        #  # #   ###  # #### # # #   #       ## ###  #  # ###     ,######   ## ###ooG   #  # #   #     # #  # #oo# ####   #   ##### # #### #oo####ooo ###   # ##  ### #  oo# # oo#oooo#    #  # #   # oo# ##So# # #o ###     #  #  oo# #  ##### #o####     ####ooo#  ##     ## oooo   # # oooo#   #  #      # ##o ###  oo# # ##    #  # ## # oo#    #o##   ## ## #     # ##o# ##   o ####   # #  ##  #  #o     # o#     #    ##      # oo# # #oo ##  ##  #  #    # # #o# ## o# ####  #  # ## #####  o## # o ##    # #  #  #### ## o#  # o #  ### #   #    ##  ##o     o  ## #    #  ##      # o ## #o#        ###### ## ##  o # ooo #  # # #   #  #  # oooo # o#   #   #  ##   #  #  o#    #o # #  ## #   #ooo  #  o# ## #ooo# #  ###### o#oo ###o## #   #o#  ## # ooooo #o  # o##    # oo# #   #o# ## #o   #o  # #  ##ooooooooo #####oooooo  # # ## # ##### ##   #   ##   #  ## ## # #  ## #   #   ##  # # ##  #  #   #         # ##        #  # #   ###  # #### # # #   #       ## ###  #  # ###     ,111
,## ## ###      # #  #####      # ## # # ###     #       ###   ##        #    ##    ## # #######       # ## #####  # #  # ####### ### #          #  ##     # # # ###### ###   ###  # ### ## # #  #    #  # ##  # ## # #  # ##     #   ##  ##      # ####   ## # #  # # #  ##   ###     #    ##  # #######  # #   ####  #  ##  #  ###   #  #   ###     # ###  # ###   # #  #   ##### ### ###  # ##  #     ##  #   ## # ###  ## #  # ####  #    ##           ####      ## #   ##  ##   #   ###  # #####  #  ####    # ###    ##    ##    #        #   #  ######      # ### ##    ##  #    # #  ###  #      #  #  ## #S ## ## ###    #  ## #  # ### ###### #   # ##   ####    ###   #  #  # #    ##   #  ##   ## #  G  # # ##   #####  # #    ##   ##    #  # #  ###  ## #        # #  ###     ##  ### # ## #### #    #   ## ###  # ####  #   #    # # # ### # ##   ###  #        # ### #####   ## #    #### # ###     # # # ##  #   ###,## ## ###      # #  #####      # ## # # ###     #   oooo###   ##        #    ##   o##o# #######       # ## #####o #o#  # ####### ### #  ooooooo #oo##     # # # ######o###   ###oo# ### ## # #  # ooo#  # ##  #o## # #  # ##  ooo#   ##  ##  o   # ####ooo##o# #  # # #  ##o  ###ooooo#oooo##  # ####### o# # oo####  #  ##  #  ###   #o #  o###     # ###  # ###   #o#  #ooo##### ### ###  # ##  #o    ##oo#   ## # ###  ## #  #o####  #oo  ##           ####oo    ## #oo ##  ##   #   ###oo# #####  #o ####    # ### ooo##    ## ooo#  oooo  #   # o######     o# ###o##oo  ##  #oo  # #  ###o #oooo  #oo#  ## #S ## ## ###oooo#  ## #o # ### ###### #   # ##   ####oooo###   #  #  # #    ##   #  ##oo ## #  G  # # ##   #####  # #ooo ##  o##    #  # #  ###  ## #ooooooo # #  ###     ##  ### # ## #### #    #   ## ###  # ####  #   #    # # # ### # ##   ###  #        # ### #####   ## #    #### # ###     # # # ##  #   ###,112
